tahun,jenis_api,nilai_produksi,jumlah_hari,pelabuhan_kedatangan_id,pelabuhan_keberangkatan_id,kelas_pelabuhan,provinsi,tanggal_berangkat,tanggal_kedatangan,nama_ikan_id,berat
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,585000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,13
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-27,Cumi-Cumi,14
2019,Jaring insang berlapis,1026000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-26,2019-08-27,Kembung Perempuan [RAB],38
2019,Jaring insang berlapis,1188000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-26,2019-08-27,Kembung Perempuan [RAB],44
2019,Jaring insang berlapis,1539000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-26,2019-08-27,Kembung Perempuan [RAB],57
2019,Jaring insang berlapis,1917000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-26,2019-08-27,Kembung Perempuan [RAB],71
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-28,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-28,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-28,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-28,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-28,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-28,Cumi-Cumi,8
2019,Jaring insang berlapis,1539000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-27,2019-08-28,Kembung Perempuan [RAB],57
2019,Pukat hela dasar berpapan,300000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,300000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,350000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,500000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,500000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,12
2019,Pukat hela dasar berpapan,650000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-29,Cumi-Cumi,13
2019,Jaring insang berlapis,1161000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-28,2019-08-29,Kembung Perempuan [RAB],43
2019,Pukat hela dasar berpapan,80000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Bawal Putih,1
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,9
2019,Pukat hela dasar berpapan,500000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,500000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,11
2019,Pukat hela dasar berpapan,575000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,115
2019,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,135
2019,Pukat hela dasar berpapan,800000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-30,Cumi-Cumi,16
2019,Jaring insang berlapis,999000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-29,2019-08-30,Kembung Perempuan [RAB],37
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,12
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,14
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,14
2019,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,15
2019,Pukat hela dasar berpapan,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-08-31,Cumi-Cumi,18
2019,Jaring insang berlapis,783000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-31,Kembung Perempuan [RAB],29
2019,Jaring insang berlapis,1188000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-31,Kembung Perempuan [RAB],44
2019,Jaring insang berlapis,1269000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-31,Kembung Perempuan [RAB],47
2019,Jaring insang berlapis,1296000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-30,2019-08-31,Kembung Perempuan [RAB],48
2019,Pukat hela dasar berpapan,40000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Bawal Putih,5
2019,Pukat hela dasar berpapan,40000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Bawal Putih,5
2019,Pukat hela dasar berpapan,40000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Bawal Putih,5
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,472500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,105
2019,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,11
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,14
2019,Pukat hela dasar berpapan,720000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,16
2019,Pukat hela dasar berpapan,742500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-01,Cumi-Cumi,165
2019,Jaring insang berlapis,985500,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-09-01,Kembung Perempuan [RAB],365
2019,Jaring insang berlapis,1134000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-09-01,Kembung Perempuan [RAB],42
2019,Jaring insang berlapis,1269000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-09-01,Kembung Perempuan [RAB],47
2019,Jaring insang berlapis,1647000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-08-31,2019-09-01,Kembung Perempuan [RAB],61
2019,Jaring insang berlapis,1107000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-02,Kembung Perempuan [RAB],41
2019,Jaring insang berlapis,1188000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-02,Kembung Perempuan [RAB],44
2019,Jaring insang berlapis,1782000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-01,2019-09-02,Kembung Perempuan [RAB],66
2019,Pukat hela dasar berpapan,80000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-03,2019-09-03,Bawal Putih,1
2019,Jaring insang berlapis,918000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-02,2019-09-03,Kembung Perempuan [RAB],34
2019,Jaring insang berlapis,1323000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-02,2019-09-03,Kembung Perempuan [RAB],49
2019,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-04,Cumi-Cumi,3
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-04,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-04,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-04,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-04,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-04,Cumi-Cumi,8
2019,Jaring insang berlapis,1269000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-03,2019-09-04,Kembung Perempuan [RAB],47
2019,Jaring insang berlapis,1431000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-03,2019-09-04,Kembung Perempuan [RAB],53
2019,Jaring insang berlapis,1485000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-03,2019-09-04,Kembung Perempuan [RAB],55
2019,Jaring insang berlapis,1836000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-03,2019-09-04,Kembung Perempuan [RAB],68
2019,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-05,Cumi-Cumi,3
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-05,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-05,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-05,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-05,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-05,Cumi-Cumi,8
2019,Jaring insang berlapis,918000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-05,Kembung Perempuan [RAB],34
2019,Jaring insang berlapis,1566000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-04,2019-09-05,Kembung Perempuan [RAB],58
2019,Pukat hela dasar berpapan,110000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-06,Cumi-Cumi,2
2019,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-06,Cumi-Cumi,3
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-06,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-06,Cumi-Cumi,7
2019,Jaring insang berlapis,783000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-06,Kembung Perempuan [RAB],29
2019,Jaring insang berlapis,918000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-06,Kembung Perempuan [RAB],34
2019,Jaring insang berlapis,945000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-06,Kembung Perempuan [RAB],35
2019,Jaring insang berlapis,1431000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-05,2019-09-06,Kembung Perempuan [RAB],53
2019,Pukat hela dasar berpapan,180000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-07,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,270000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-07,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,315000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-07,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-07,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-07,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-07,Cumi-Cumi,8
2019,Jaring insang berlapis,513000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-07,Kembung Perempuan [RAB],19
2019,Jaring insang berlapis,702000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-07,Kembung Perempuan [RAB],26
2019,Jaring insang berlapis,1053000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-07,Kembung Perempuan [RAB],39
2019,Jaring insang berlapis,1080000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-06,2019-09-07,Kembung Perempuan [RAB],40
2019,Pukat hela dasar berpapan,247500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,55
2019,Pukat hela dasar berpapan,270000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,405000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,9
2019,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,11
2019,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,12
2019,Pukat hela dasar berpapan,585000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,13
2019,Pukat hela dasar berpapan,765000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-08,Cumi-Cumi,17
2019,Jaring insang berlapis,540000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-08,Kembung Perempuan [RAB],20
2019,Jaring insang berlapis,891000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-08,Kembung Perempuan [RAB],33
2019,Jaring insang berlapis,972000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-08,Kembung Perempuan [RAB],36
2019,Jaring insang berlapis,1215000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-07,2019-09-08,Kembung Perempuan [RAB],45
2019,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-09,Cumi-Cumi,3
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-09,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-09,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-09,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-09,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-09,Cumi-Cumi,7
2019,Jaring insang berlapis,756000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-09,Kembung Perempuan [RAB],28
2019,Jaring insang berlapis,864000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-09,Kembung Perempuan [RAB],32
2019,Jaring insang berlapis,945000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-09,Kembung Perempuan [RAB],35
2019,Jaring insang berlapis,1080000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-08,2019-09-09,Kembung Perempuan [RAB],40
2019,Pukat hela dasar berpapan,110000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-10,Cumi-Cumi,2
2019,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-10,Cumi-Cumi,3
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-10,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-10,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-10,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-10,Cumi-Cumi,6
2019,Jaring insang berlapis,621000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-10,Kembung Perempuan [RAB],23
2019,Jaring insang berlapis,756000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-10,Kembung Perempuan [RAB],28
2019,Jaring insang berlapis,972000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-10,Kembung Perempuan [RAB],36
2019,Jaring insang berlapis,999000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-09,2019-09-10,Kembung Perempuan [RAB],37
2019,Pukat hela dasar berpapan,55000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-11,Cumi-Cumi,1
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-11,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-11,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-11,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-11,Cumi-Cumi,6
2019,Jaring insang berlapis,810000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-11,Kembung Perempuan [RAB],30
2019,Jaring insang berlapis,918000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-11,Kembung Perempuan [RAB],34
2019,Jaring insang berlapis,972000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-11,Kembung Perempuan [RAB],36
2019,Jaring insang berlapis,1134000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-10,2019-09-11,Kembung Perempuan [RAB],42
2019,Pukat hela dasar berpapan,180000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-12,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,315000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-12,Cumi-Cumi,7
2019,Pukat hela dasar berpapan,337500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-12,Cumi-Cumi,75
2019,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-12,Cumi-Cumi,15
2019,Pukat hela dasar berpapan,990000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-12,Cumi-Cumi,22
2019,Jaring insang berlapis,823500,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-12,Kembung Perempuan [RAB],305
2019,Jaring insang berlapis,904500,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-12,Kembung Perempuan [RAB],335
2019,Jaring insang berlapis,985500,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-12,Kembung Perempuan [RAB],365
2019,Jaring insang berlapis,1377000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-11,2019-09-12,Kembung Perempuan [RAB],51
2019,Pukat hela dasar berpapan,110000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-13,Cumi-Cumi,2
2019,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-13,Cumi-Cumi,3
2019,Pukat hela dasar berpapan,275000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-13,Cumi-Cumi,5
2019,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-13,Cumi-Cumi,7
2019,Jaring insang berlapis,432000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-13,Kembung Perempuan [RAB],16
2019,Jaring insang berlapis,594000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-13,Kembung Perempuan [RAB],22
2019,Jaring insang berlapis,621000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-13,Kembung Perempuan [RAB],23
2019,Jaring insang berlapis,783000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-12,2019-09-13,Kembung Perempuan [RAB],29
2019,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,8
2019,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,10
2019,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,12
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,14
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,14
2019,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,15
2019,Pukat hela dasar berpapan,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-14,Cumi-Cumi,18
2019,Jaring insang berlapis,1188000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-14,Kembung Perempuan [RAB],44
2019,Jaring insang berlapis,1269000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-14,Kembung Perempuan [RAB],47
2019,Jaring insang berlapis,1296000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-13,2019-09-14,Kembung Perempuan [RAB],48
2019,Pukat hela dasar berpapan,90000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,2
2019,Pukat hela dasar berpapan,180000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,180000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,4
2019,Pukat hela dasar berpapan,270000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,6
2019,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,12
2019,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,14
2019,Pukat hela dasar berpapan,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-15,2019-09-15,Cumi-Cumi,18
2019,Jaring insang berlapis,621000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-15,Kembung Perempuan [RAB],23
2019,Jaring insang berlapis,648000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-15,Kembung Perempuan [RAB],24
2019,Jaring insang berlapis,999000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-14,2019-09-15,Kembung Perempuan [RAB],37
2019,Pukat hela dasar berpapan,32000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2019-09-16,2019-09-16,Bawal Putih,4
