tahun,jenis_api,nilai_produksi,jumlah_hari,pelabuhan_kedatangan_id,pelabuhan_keberangkatan_id,kelas_pelabuhan,provinsi,tanggal_berangkat,tanggal_kedatangan,nama_ikan_id,berat
2020,Pukat hela dasar berpapan,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-06,2020-01-06,Cumi-Cumi,75
2020,Pukat hela dasar berpapan,880000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-06,2020-01-06,Cumi-Cumi,16
2020,Pukat hela dasar berpapan,247500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-07,2020-01-07,Cumi-Cumi,45
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-07,2020-01-07,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,715000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-07,2020-01-07,Cumi-Cumi,13
2020,Jaring insang berlapis,405000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-06,2020-01-07,Kembung Perempuan [RAB],15
2020,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-08,2020-01-08,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-08,2020-01-08,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,797500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-08,2020-01-08,Cumi-Cumi,145
2020,Pukat hela dasar berpapan,165000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-09,2020-01-09,Cumi-Cumi,3
2020,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-09,2020-01-09,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,605000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-09,2020-01-09,Cumi-Cumi,11
2020,Pukat hela dasar berpapan,180000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-10,2020-01-10,Bawal Putih,2
2020,Pukat hela dasar berpapan,306000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-10,2020-01-10,Bawal Putih,34
2020,Pukat hela dasar berpapan,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-10,2020-01-10,Cumi-Cumi,75
2020,Pukat hela dasar berpapan,467500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-10,2020-01-10,Cumi-Cumi,85
2020,Pukat hela dasar berpapan,467500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-10,2020-01-10,Cumi-Cumi,85
2020,Pukat hela dasar berpapan,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-11,2020-01-11,Cumi-Cumi,10
2020,Pukat hela dasar berpapan,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-11,2020-01-11,Cumi-Cumi,18
2020,Pukat hela dasar berpapan,855000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-11,2020-01-11,Cumi-Cumi,19
2020,Pukat hela dasar berpapan,797500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-12,2020-01-12,Cumi-Cumi,145
2020,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-12,2020-01-12,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,302500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-13,2020-01-13,Cumi-Cumi,55
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-13,2020-01-13,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,935000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-13,2020-01-13,Cumi-Cumi,17
2020,Pukat hela dasar berpapan,247500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-15,2020-01-15,Cumi-Cumi,45
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-15,2020-01-15,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,825000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-15,2020-01-15,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-16,2020-01-16,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-16,2020-01-16,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,797500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-16,2020-01-16,Cumi-Cumi,145
2020,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-17,2020-01-17,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-17,2020-01-17,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-17,2020-01-17,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-18,2020-01-18,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,357500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-18,2020-01-18,Cumi-Cumi,65
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-18,2020-01-18,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-19,2020-01-19,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,357500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-19,2020-01-19,Cumi-Cumi,65
2020,Pukat hela dasar berpapan,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-19,2020-01-19,Cumi-Cumi,75
2020,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-20,2020-01-20,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,330000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-20,2020-01-20,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-20,2020-01-20,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,522500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-21,2020-01-21,Cumi-Cumi,95
2020,Pukat hela dasar berpapan,742500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-21,2020-01-21,Cumi-Cumi,135
2020,Pukat hela dasar berpapan,770000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-21,2020-01-21,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-22,2020-01-22,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,880000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-22,2020-01-22,Cumi-Cumi,16
2020,Pukat hela dasar berpapan,1045000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-22,2020-01-22,Cumi-Cumi,19
2020,Pukat hela dasar berpapan,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-23,2020-01-23,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,660000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-23,2020-01-23,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,797500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-23,2020-01-23,Cumi-Cumi,145
2020,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-24,2020-01-24,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-24,2020-01-24,Cumi-Cumi,18
2020,Pukat hela dasar berpapan,1170000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-24,2020-01-24,Cumi-Cumi,26
2020,Pukat hela dasar berpapan,200000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-25,2020-01-25,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-26,2020-01-26,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,605000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-26,2020-01-26,Cumi-Cumi,11
2020,Pukat hela dasar berpapan,715000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-26,2020-01-26,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-27,2020-01-27,Cumi-Cumi,75
2020,Pukat hela dasar berpapan,467500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-27,2020-01-27,Cumi-Cumi,85
2020,Pukat hela dasar berpapan,852500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-27,2020-01-27,Cumi-Cumi,155
2020,Pukat hela dasar berpapan,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-28,2020-01-28,Cumi-Cumi,10
2020,Pukat hela dasar berpapan,605000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-28,2020-01-28,Cumi-Cumi,11
2020,Payang,520000,1,PPP. Bulu,PPP. Bulu,PPP,Jawa Timur,2020-01-28,2020-01-28,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,935000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-28,2020-01-28,Cumi-Cumi,17
2020,Pukat hela dasar berpapan,192500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-29,2020-01-29,Cumi-Cumi,35
2020,Pukat hela dasar berpapan,220000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-29,2020-01-29,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,605000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-29,2020-01-29,Cumi-Cumi,11
2020,Jaring insang berlapis,632500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-29,2020-01-29,Cumi-Cumi,115
2020,Jaring insang berlapis,999000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-01-30,2020-01-31,Kembung Perempuan [RAB],37
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-01,2020-02-01,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-01,2020-02-01,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,715000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-01,2020-02-01,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,382500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-02,2020-02-02,Cumi-Cumi,85
2020,Pukat hela dasar berpapan,400500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-02,2020-02-02,Cumi-Cumi,89
2020,Pukat hela dasar berpapan,585000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-02,2020-02-02,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-04,2020-02-04,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,700000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-04,2020-02-04,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,900000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-04,2020-02-04,Cumi-Cumi,18
2020,Pukat hela dasar berpapan,400000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-05,2020-02-05,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,700000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-05,2020-02-05,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,775000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-05,2020-02-05,Cumi-Cumi,155
2020,Jaring insang berlapis,3618000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-05,2020-02-06,Kembung Perempuan [RAB],134
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-07,2020-02-07,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-07,2020-02-07,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,715000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-07,2020-02-07,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-08,2020-02-08,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-08,2020-02-08,Cumi-Cumi,18
2020,Pukat hela dasar berpapan,1170000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-08,2020-02-08,Cumi-Cumi,26
2020,Pukat hela dasar berpapan,270000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-09,2020-02-09,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,360000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-09,2020-02-09,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-09,2020-02-09,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,247500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-10,2020-02-10,Cumi-Cumi,45
2020,Bagan tancap,275000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-09,2020-02-10,Cumi-Cumi,5
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-10,2020-02-10,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,770000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-10,2020-02-10,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,800000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-11,2020-02-11,Cumi-Cumi,16
2020,Pukat hela dasar berpapan,1200000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-11,2020-02-11,Cumi-Cumi,24
2020,Pukat hela dasar berpapan,1450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-11,2020-02-11,Cumi-Cumi,29
2020,Bagan tancap,495000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-11,2020-02-12,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,650000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-12,2020-02-12,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,825000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-12,2020-02-12,Cumi-Cumi,165
2020,Pukat hela dasar berpapan,900000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-12,2020-02-12,Cumi-Cumi,18
2020,Bagan tancap,412500,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-12,2020-02-13,Cumi-Cumi,75
2020,Pukat hela dasar berpapan,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-13,2020-02-13,Cumi-Cumi,11
2020,Pukat hela dasar berpapan,900000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-13,2020-02-13,Cumi-Cumi,18
2020,Pukat hela dasar berpapan,1200000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-13,2020-02-13,Cumi-Cumi,24
2020,Pukat hela dasar berpapan,500000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-14,2020-02-14,Cumi-Cumi,10
2020,Pukat hela dasar berpapan,575000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-14,2020-02-14,Cumi-Cumi,115
2020,Pukat hela dasar berpapan,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-14,2020-02-14,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,585000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-15,2020-02-15,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,877500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-15,2020-02-15,Cumi-Cumi,195
2020,Pukat hela dasar berpapan,540000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-16,2020-02-16,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-16,2020-02-16,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,720000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-16,2020-02-16,Cumi-Cumi,16
2020,Pukat hela dasar berpapan,625000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-17,2020-02-17,Cumi-Cumi,125
2020,Pukat hela dasar berpapan,725000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-17,2020-02-17,Cumi-Cumi,145
2020,Pukat hela dasar berpapan,950000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-17,2020-02-17,Cumi-Cumi,19
2020,Pukat hela dasar berpapan,825000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-18,2020-02-18,Cumi-Cumi,165
2020,Pukat hela dasar berpapan,1300000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-18,2020-02-18,Cumi-Cumi,26
2020,Pukat hela dasar berpapan,325000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-19,2020-02-19,Cumi-Cumi,65
2020,Pukat hela dasar berpapan,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-19,2020-02-19,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,925000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-19,2020-02-19,Cumi-Cumi,185
2020,Pukat hela dasar berpapan,325000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-20,2020-02-20,Cumi-Cumi,65
2020,Pukat hela dasar berpapan,350000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-20,2020-02-20,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,725000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-20,2020-02-20,Cumi-Cumi,145
2020,Pukat hela dasar berpapan,300000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-21,2020-02-21,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,350000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-21,2020-02-21,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,850000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-21,2020-02-21,Cumi-Cumi,17
2020,Pukat hela dasar berpapan,400000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-22,2020-02-22,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-22,2020-02-22,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-22,2020-02-22,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,525000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-23,2020-02-23,Cumi-Cumi,105
2020,Pukat hela dasar berpapan,625000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-23,2020-02-23,Cumi-Cumi,125
2020,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-23,2020-02-23,Cumi-Cumi,135
2020,Pukat hela dasar berpapan,300000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-24,2020-02-24,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,350000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-24,2020-02-24,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,375000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-24,2020-02-24,Cumi-Cumi,75
2020,Pukat hela dasar berpapan,225000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-25,2020-02-25,Cumi-Cumi,45
2020,Pukat hela dasar berpapan,250000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-25,2020-02-25,Cumi-Cumi,5
2020,Pukat hela dasar berpapan,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-25,2020-02-25,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,292500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-26,2020-02-26,Cumi-Cumi,65
2020,Pukat hela dasar berpapan,315000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-26,2020-02-26,Cumi-Cumi,7
2020,Pukat hela dasar berpapan,405000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-26,2020-02-26,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,405000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-27,2020-02-27,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-27,2020-02-27,Cumi-Cumi,11
2020,Pukat hela dasar berpapan,675000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-27,2020-02-27,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,456000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-06,2020-03-06,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,570000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-06,2020-03-06,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,722000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-06,2020-03-06,Cumi-Cumi,19
2020,Pukat hela dasar berpapan,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-18,2020-02-18,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,765000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-02-15,2020-02-15,Cumi-Cumi,17
2020,Pukat hela dasar berpapan,140000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-16,2020-03-16,Cumi-Cumi,4
2020,Pukat hela dasar berpapan,490000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-16,2020-03-16,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,227500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-17,2020-03-17,Cumi-Cumi,65
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-17,2020-03-17,Cumi-Cumi,11
2020,Pukat hela dasar berpapan,525000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-17,2020-03-17,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,304000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-18,2020-03-18,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,323000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-18,2020-03-18,Cumi-Cumi,85
2020,Pukat hela dasar berpapan,350000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-16,2020-03-16,Cumi-Cumi,10
2020,Pukat hela dasar berpapan,494000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-18,2020-03-18,Cumi-Cumi,13
2020,Pukat hela dasar berpapan,570000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-19,2020-03-19,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,589000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-19,2020-03-19,Cumi-Cumi,155
2020,Pukat hela dasar berpapan,608000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-19,2020-03-19,Cumi-Cumi,16
2020,Bagan tancap,360000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-19,2020-03-20,Cumi-Cumi,12
2020,Pukat hela dasar berpapan,437500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-20,2020-03-20,Cumi-Cumi,125
2020,Pukat hela dasar berpapan,472500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-20,2020-03-20,Cumi-Cumi,135
2020,Pukat hela dasar berpapan,542500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-21,2020-03-21,Cumi-Cumi,155
2020,Pukat hela dasar berpapan,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-21,2020-03-21,Cumi-Cumi,18
2020,Pukat hela dasar berpapan,1085000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-21,2020-03-21,Cumi-Cumi,31
2020,Pukat hela dasar berpapan,608000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-22,2020-03-22,Cumi-Cumi,16
2020,Pukat hela dasar berpapan,342000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-23,2020-03-23,Cumi-Cumi,9
2020,Pukat hela dasar berpapan,532000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-23,2020-03-23,Cumi-Cumi,14
2020,Pukat hela dasar berpapan,646000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-23,2020-03-23,Cumi-Cumi,17
2020,Jaring insang berlapis,1240000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-22,2020-03-23,Kembung Perempuan [RAB],62
2020,Bagan tancap,200000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-23,2020-03-24,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,385000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-24,2020-03-24,Cumi-Cumi,11
2020,Pukat hela dasar berpapan,525000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-24,2020-03-24,Cumi-Cumi,15
2020,Pukat hela dasar berpapan,840000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-24,2020-03-24,Cumi-Cumi,24
2020,Pukat hela dasar berpapan,228000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-25,2020-03-25,Cumi-Cumi,6
2020,Pukat hela dasar berpapan,304000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-25,2020-03-25,Cumi-Cumi,8
2020,Pukat hela dasar berpapan,456000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2020-03-25,2020-03-25,Cumi-Cumi,12
